Unnamed: 0,titles,category
1195,이재명  정부 여당   윤심   한심  싸울 게 아니라 민생 챙겨야 한심하다 ,Politics
1196, 여론조사  안산상록갑  민주당 후보 누가 나와도 국민의힘 후보에 우세,Politics
1197,초선 최종윤  총선 불출마 민주당 현역   번째,Politics
1198, 여론조사  인천서구을  민주당 후보 누가 나와도 국민의힘 후보에 우세 여론조사 동향 ,Politics
1199,한동훈  제 임기 총선 이후까지  사퇴 요구 거부 당정 정면충돌,Politics
1200,박연수 천안함장  전우들 명예 걸고 끝까지 응징 서해 완벽 수호 ,Politics
1201,서대문 포기 하루만에   연고  윤영찬 지역  출마한 이수진,Politics
1202,고동진 전 삼성전자 사장 국힘 입당  한동훈과  갤럭시 셀카 ,Politics
1203,신평  한동훈  스스로 물러나야  자기 환상에 완전히 젖었다 ,Politics
1204, 동시 심판론자 로 존재감 키우는        신창운의 미리 보는      총선 ,Politics
1205,김경율  거친 언행 사과  김 여사 사과 입장엔  변한 게 없어 ,Politics
1206,삼성 고동진 현대 공영운 여야   기업인 영입  전쟁,Politics
1207,김경율     의원들에 분별없는 발언 죄송 정제된 모습 보일 것 ,Politics
1208,     총선정국 핵으로 떠오른  김건희 리스크     민생토론회 불참한  의 고심,Politics
1209, 당은 내가 이끈다    한동훈  사퇴 거부하며  보수 선명성  강조,Politics
1210,김경율  마리 앙투아네트  발언 사과  거친 언행이 불편함 드려 ,Politics
1211,   멘토  부활  신평  한동훈 물러나야 강성 지지층 환호에 도취 ,Politics
1212,당정 충돌 정면 돌파 한동훈  윤과 차별화 나서나,Politics
1213,신평도 한동훈  자진사퇴  요구  혀 끌끌 환상에 완전 젖었다 ,Politics
1214,김용남  대통령실의 사퇴 요구 한동훈  버티기 성공 가능성 높아 ,Politics
1215,이낙연  명품 가방 받은 것 사과하라는게 상식 어긋 나는 일인가 권력 내부 무너져 ,Politics
1216,  부대변인  한동훈  아바타가 갑자기 주인행세 사약 내려온 것 ,Politics
1217,국민의힘   갤럭시 신화  고동진 전 삼성 사장 영입,Politics
1218,조국   윤석열은 대한민국 헌정사 유례 없는 폭군 반헌법적 폭정 일삼아 ,Politics
1219,한동훈  삼성 고동진 영입에  아이폰  아닌  갤럭시 로 셀카,Politics
1220,고르다 고르다    대구 달서구 갑 에 도전장 낸 유영하 변호사,Politics
1221, 한동훈 관둬  용산 심기 건드린 결정적 두 장면,Politics
1222,     현재권력 미래권력  대충돌 총선앞 격랑  이런정치 ,Politics
1223, 심층  천하람  개혁신당  대구 전 지역에 공천 가능    김건희 명품백   내가 판사라면 유죄 선고 ,Politics
1224,고동진 전 삼전 사장  국민의힘 입당  신입사원 자세 돌아가겠다 ,Politics
1225,여 김경율  거친 언행 사과 총선 승리 매진할 것  종합 ,Politics
1226,김경율     의원 비판 사과   김건희 리스크엔  같은 생각 ,Politics
1227, 총선 얼마 남았다고   한동훈 사퇴  사태에    정치권도 혼란,Politics
1228,임종석  한동훈  견디기 힘들 것 우두머리 밥그릇 건드렸다 맞은 느낌 ,Politics
1229, 뉴스라이브  총선 앞두고 윤석열 한동훈  정면충돌    이용호에게 듣는다,Politics
1230,국힘 공관위원장  한동훈  김경율 마포을 출마  발언   오버 한 면 있어 ,Politics
1231,신평  한동훈에 직격탄  환호에 도취 스스로 물러나야 ,Politics
1232, 속보  윤대통령 멘토 신평  한동훈 비대위원장 물러나야 ,Politics
1233,홍준표  김정숙 여사 타지마할 방문  언급   왜 ,Politics
1234,이재명  정부여당  한심해 윤심 한심 싸울 때 아니다 ,Politics
1235,이재명  윤석열 정권 자체가  코리안 리스크  나라 재정 거덜날 판 ,Politics
1236,한동훈  사퇴 요구 거절 제 임기는 총선 이후까지 ,Politics
1237,한동훈 거취 놓고  버티기 성공할 것      물러날 수밖에 없을 것 ,Politics
1238,김경율   김여사 명품백  수도권과 인식 차  발언   의원들에 죄송 ,Politics
1239,김경율  김건희 여사 사과 필요성  제가 뭐라 할 입장 아냐 ,Politics
1240,총선   일 전  현재 미래 권력  파워 게임  역린된  김건희 리스크   이런정치 ,Politics
1241,친명 내세운 이수진  윤영찬 있는 성남중원구 출마 선언,Politics
1242,이재명  윤심 한심 싸울 때인가  한심하다 ,Politics
1243, 짜고치는 고스톱   이준석  다른 팀인 척 난국 돌파하려 해 ,Politics
1244,   민생토론회 전격 불참 한동훈  사퇴 거부  후폭풍  용산실록 ,Politics
1245,국민의힘 비대위  한동훈 위원장  사퇴론 에 무대응,Politics
1246,윤석열    한동훈  파열음 논란 결국 원인은 김건희 ,Politics
1247,함장으로 돌아온 천안함 용사  전우 명예 걸고 서해 지키겠다 ,Politics
1248,야  당   강성희 강제 퇴장 에  사과 경호처장 사퇴 촉구,Politics
1249,박지원  윤석열 한동훈 정면 충돌   권력 투쟁  확실      물러날 수밖에 ,Politics
1250,홍준표  한동훈  신뢰 상실하면 퇴출 임기 의미 없어 ,Politics
1251,미래연   윤  한동훈 사퇴요구 에  한  김건희 특검법 재의 동참하라 ,Politics
1252,민주당 공천 꼬이게 만드는 임혁백   중 화법 ,Politics
1253,한동훈  민주당  아니면 말고  가짜뉴스 핑퐁 청담동 때도 그랬다 ,Politics
1254, 한동훈  우두머리 밥그릇 손댔다 한대 맞은 느낌 ,Politics
1255,   강성희 사건 진상규명     운동권 특유 영웅주의 ,Politics
1256,이낙연  한동훈 사퇴 요구에  권력 내부 가관 어디까지 추락할 건가 ,Politics
1257,여 정영환 공관위원장  당정 갈등  빨리 조율돼야 김경율 소개  과했다 ,Politics
1258,사퇴 칼같이 거절한 한동훈   용산 거리두기  행보 본격화 ,Politics
1259,민주 이수진  불출마 선언 하루 뒤  윤영찬의 성남 중원 출마 ,Politics
1260, 자막뉴스   모든 걸 아낌없이 쏟아붓겠단 각오로 왔는데   사퇴 거부한 한동훈,Politics
1261,     정치적 결별   당내  용산과 수직관계 인정한 꼴  자충수 비판  이런정치 ,Politics
1262,이원욱  이준석에  빅텐트 골든타임 안 지나 초심 안잃으면 설연휴 가능 ,Politics
1263,총선       국힘 대통령실 정면충돌  예측불허  난기류,Politics
1264,이재명  국가 위기 상황에  윤심    한심  나눠 싸워 정말 한심 ,Politics
1265, 신당  최소   석 이상 전망 감동 주는  대연합  하면  예측 불가  ,Politics
1266, 한칼토론  윤석열    한동훈  승자는 정해졌다 ,Politics
1267,이낙연  명품백 때문에 권력 내부가 무너지고 있다 ,Politics
1268, 정치쇼  이원욱  한동훈 사퇴요구  막장 드라마 제 지대 가능성 커진다 ,Politics
1269, 대통령실에서 사람 보내 준다   도 넘는  윤심  마케팅,Politics
1270, 전문  문정인 연세대 명예교수 인터뷰   한반도 위기  진단과 해법,Politics
1271, 정치쇼  윤희석  친윤 발언 없으면 수습 가능  서용주   에 사약  이준석 쫓아내듯 ,Politics
1272, 천안함 참전용사  박연수  새 천안함장 됐다  적 도발하면 그곳이 적들의 무덤 ,Politics
1273,한동훈   광주 폭동  오보 인용한  에   청담동 술자리 도 사과 안해 ,Politics
1274,     용퇴론 에 선그은 민주당   들  지나친 요구 ,Politics
1275,제 지대  정책협의체  띄운다 천하람 최운열 정태근 한 테이블에  종합 ,Politics
1276,한동훈  민주당  경찰 악마화하기 시작  경수완박 할 테세 ,Politics
1277,신평  한동훈  유치한 사고방식 교체하는 수밖에 ,Politics
1278, 우리 북한  이재명   국가보안법 위반  혐의 고발당했다,Politics
1279, 비명  가니  이젠  친문  겨냥  친명  공천 화력 키운다 이런정치 ,Politics
1280,신평  한동훈  비대위원장직 물러나야 환상에 완전히 젖었다  강성지지층 환호 도취 ,Politics
1281, 단독 하태경  이용  한동훈 지지 철회  글에  이간질 당에 도움 안 돼 ,Politics
1282,용산 한동훈 갈등에 물 만난 야권  권력이 가관 민주주의 박살  십자포화,Politics
1283,한동훈  총선 시대정신은 운동권 특권세력 청산 ,Politics
1284, 단독   집단강간  변호한 국힘 비대위원  술 취해 심신미약  주장,Politics
1285, 현장연결  한동훈  이번 총선 큰 시대정신의 하나가 운동권 특권세력 청산 ,Politics
1286,한동훈  임종석에  광주항쟁 때 유치원 다녀 누구한테 미안해해야 하나 ,Politics
1287,한동훈  제 임기는 총선 이후까지    사퇴 요구설 일축,Politics
1288,유승민  또 개싸움이냐  이준석  다른 팀인 척 ,Politics
1289,장동혁   낙하산 공천  논란에  한동훈 취지 잘못 해석 ,Politics
1290, 전격시사  남인순    대통령  이태원 참사 특별법 거부권 건의는 유가족에게 상처 주는 나쁜 결정 ,Politics
1291, 공화 경선서  이슈 부상 헤일리  트럼프 독재자와 손 잡으려 해 ,Politics
1292,박지원  한동훈 사퇴요구 논란  약속대련 아냐   못 버틸 것 ,Politics
1293,한동훈  내 임기는 총선 이후까지 선민후사하겠다 ,Politics
1294,   민생토론회   분전 불참  한동훈 사퇴 논란 영향인 듯 ,Politics
1295,홍준표  김정숙 여사 언급  국세 낭비 쉬쉬하던 시절 세상 변해 ,Politics
1296, 인터뷰  유인촌  청소년올림픽  제 잼버리 사태는 절대 없다 ,Politics
1297,조국    당무개입 확인되면 탄핵소추 가능 ,Politics
1298,장동혁   김건희 사과 불가론  공유한 친윤에  건강한 방법 아냐 ,Politics
1299,한동훈  박은식  광주  보도에  민주   청담동 술자리 도 사과 안해 ,Politics
1300,이낙연 이준석 등 제 지대도  한동훈 사퇴요구설  비판,Politics
1301,한동훈  제 임기는 총선 이후까지 사퇴 요구 거절 ,Politics
1302, 현장영상   한동훈  총선  운동권 특권 세력의 청산   몇십 년 내내 기득권 ,Politics
1303,신평  한동훈  스스로 물러나야 지도자 될 수 있단 환상 젖어있어 ,Politics
1304, 천안함 피격  당시 작전관  새 천안함장 취임  적 도발시 수장 ,Politics
1305, 정치쇼  조한범  푸틴 방북  빠르면 한두 달 내 가능성 ,Politics
1306,김용남  대통령실 사퇴 요구 한동훈 버티기 성공할 것 ,Politics
1307,임종석  친명      불출마  압박에  뺄셈 정치로는 총선 승리 못해 탈당 늘어날 수도 ,Politics
1308,조국  윤석열  대한민국 헌정사 유례없는 폭군 정당 민주주의 박살 ,Politics
1309,한동훈  민주당  가짜뉴스 사과 안해 법적 책임 끝까지 물을 것 ,Politics
1310,임종석  한동훈  우두머리 밥그릇 손댔다 한대 맞은 느낌 ,Politics
1311, 북한 도발엔 미 일 중 외교 가동하는  통합 억지 로 대비해야 ,Politics
1312,신평  한동훈 비대위원장 사퇴 요구  스스로 물러나는 게 바람직 ,Politics
1313, 속보  한동훈  대통령실 사퇴요구 거절   제 임기는 총선이후까지 ,Politics
1314,민주  강성희 제압 규탄 결의안  국힘  폭력 전과범 ,Politics
1315,이준석  국민  서초동 사투리 동의 안 해  이낙연  극단 세력 변방으로 밀어내야 ,Politics
1316,한동훈  사퇴 요구 거절 김여사 관련 입장  변한 적 없다   종합 ,Politics
1317,한동훈  사퇴 요구 거절  제 임기는 총선 후까지 이어지는 것으로 알고 있어 ,Politics
1318,  멘토  부활  신평  한동훈 물러나라 자기암시 걸고  지도자  환상에 완전히 젖어 ,Politics
1319,정성호   한동훈 용산  충돌에  김건희특검 수용  재압박,Politics
1320, 이준석의 노회찬 소환  맞지 않는 얘기 신당  강령부터 말하라 ,Politics
1321,조국   신당창당  묻자   정권 심판 않으면 민주진영 어떻게 될 지 몰라 ,Politics
1322,임종석     퇴장  주장에  뺄셈정치 안돼  이재명만으로 선거 못치러 ,Politics
1323,이용호   강제 퇴장  강성희  계획된 도발 오죽하면 내가  손 풀라  요구 ,Politics
1324,출근길 한동훈  내 임기는 총선 이후까지  사퇴 일축,Politics
1325, 대통령 한동훈   김건희 명품백  논란으로 루비콘강 건넜다 ,Politics
1326,이용호   강성희 강퇴 사건  계획된 도발 내가  손 풀라  요구 ,Politics
1327,임종석  한동훈  우두머리 밥그릇에 손 얹었다가 한 대 맞은 느낌 ,Politics
1328,한동훈  선민후사  내 임기는 총선 이후까지  사퇴요구 일축,Politics
1329, 전격시사  장동혁  한동훈 비대위원장과 공관위는 독립적  공천 개입 없어   김경율 원희룡  공관위에서 정해진 기준에 따라 경선 진행 예정 ,Politics
1330,한동훈 반격  사퇴 거부 김 여사 관련 입장 안 변해 ,Politics
1331, 박근혜도 사과해서 탄핵당한 것  이용       에  사과 불가 ,Politics
1332,신평  한동훈 스스로 물러나야 지도자 환상에 완전히 젖어 ,Politics
1333,트리거 된 디올백   사과해야      사과 순간 들개처럼   ,Politics
1334,디샌티스 대선후보 사퇴  공화  트럼프 헤일리 양자 대결 구도 종합 보 ,Politics
1335,역린 건드렸나 대통령실 사퇴 요구  한동훈 일축 뉴스쏙 속 ,Politics
1336,한동훈  총선 앞 명품백 논란에  국민 눈높이  해법 고심,Politics
